0,0,0
5.773503e-01,-5.773503e-01,5.773503e-01
3.210363e-01,-1.536792e-01,-9.345151e-01
4.192300e-01,-4.033606e-01,8.133551e-01
4.917524e-01,-7.972576e-01,-3.500856e-01
-7.754458e-01,-6.094266e-01,1.651757e-01
4.908004e-01,-3.786464e-01,-7.846922e-01
-9.688558e-01,-1.492146e-01,-1.976197e-01
-5.538197e-01,-4.134024e-01,-7.227601e-01
-5.165114e-01,-8.258112e-01,2.263888e-01
5.128512e-01,-9.350922e-02,8.533696e-01
0,0,0
-2.404559e-02,-9.943171e-01,-1.037078e-01
-4.575213e-01,-1.596704e-01,8.747455e-01
-1.190664e-01,-6.646105e-01,7.376422e-01
-6.955385e-01,-2.690418e-01,6.662152e-01
8.446420e-01,-3.875907e-01,3.692607e-01
1.218729e-02,-8.641340e-01,5.031141e-01
-7.054236e-01,-1.081636e-01,-7.004842e-01
-6.457956e-01,-7.571982e-01,-9.797404e-02
2.230752e-01,-6.617342e-01,7.157830e-01
3.567268e-01,-8.112313e-01,4.633031e-01
0,0,0
-6.485904e-01,-5.981900e-01,4.706370e-01
-9.860335e-01,-4.110239e-02,1.613958e-01
7.866548e-01,-2.980260e-01,-5.406983e-01
-2.251529e-01,-3.935618e-01,8.912998e-01
-3.115982e-02,-2.082898e-01,-9.775706e-01
1.714755e-01,-8.897111e-01,-4.230960e-01
-1.948448e-01,-4.842434e-01,-8.529618e-01
-4.639494e-01,-5.180146e-01,7.186180e-01
-4.527327e-01,-8.195417e-01,-3.512613e-01
-8.288780e-01,-2.998482e-01,-4.722841e-01
0,0,0
2.112176e-01,-9.845807e-02,9.724675e-01
-1.170223e-01,-1.007691e-01,9.880037e-01
3.111948e-01,-6.839646e-01,-6.598108e-01
6.528571e-01,-7.680383e-02,-7.535773e-01
7.120912e-01,-2.669949e-01,6.493380e-01
9.768507e-01,-1.783522e-01,1.181236e-01
-3.438135e-01,-9.371855e-01,-5.895334e-02
6.861508e-01,-6.702295e-01,2.828241e-01
-6.588605e-01,-5.929592e-01,-4.629279e-01
1.575454e-01,-4.690295e-01,-8.690171e-01
0,0,0
8.908197e-01,-5.517790e-02,4.509940e-01
9.939465e-02,-4.080259e-01,9.075437e-01
9.360426e-01,-2.670226e-01,-2.291794e-01
-9.370727e-01,-3.425648e-01,6.741077e-02
-1.962303e-01,-9.503137e-01,2.416560e-01
4.515378e-01,-8.765037e-01,1.668977e-01
-1.959140e-02,-7.291706e-01,-6.840515e-01
6.521649e-01,-7.558361e-01,-5.824633e-02
1.333613e-01,-9.701443e-01,2.025703e-01
8.695437e-01,-4.920489e-01,4.220884e-02
0,0,0
6.031774e-01,-5.716202e-01,-5.562620e-01
-3.435396e-01,-7.844778e-01,5.163091e-01
-3.542424e-01,-6.826695e-01,-6.391202e-01
-8.410138e-01,-5.033269e-01,-1.983881e-01
-8.588538e-01,-3.347513e-01,3.877005e-01
3.050785e-01,-9.451837e-01,-1.164255e-01
7.822451e-01,-5.548114e-01,-2.833320e-01
-1.503493e-01,-9.009624e-01,-4.070158e-01
-3.752985e-01,-2.064412e-01,-9.036222e-01
-8.741483e-01,-1.486413e-02,4.854316e-01
